Date,Currency,Rate
2025-07-02,JPY(100),943.01
2025-07-02,USD,1352.6
2025-07-03,AED,370.15
2025-07-03,CNH,189.68
2025-07-03,EUR,1604.02
2025-07-03,JPY(100),946.82
2025-07-03,USD,1359.4
2025-07-04,AED,369.8
2025-07-04,CNH,189.69
2025-07-04,EUR,1597.06
2025-07-04,JPY(100),937.43
2025-07-04,USD,1358.1
2025-07-07,AED,371.39
2025-07-07,CNH,190.55
2025-07-07,EUR,1607.1
2025-07-07,JPY(100),943.95
2025-07-07,USD,1364.2
2025-07-08,AED,372.11
2025-07-08,CNH,190.67
2025-07-08,EUR,1603.91
2025-07-08,JPY(100),936.77
2025-07-08,USD,1366.6
2025-07-09,AED,372.49
2025-07-09,CNH,190.61
2025-07-09,EUR,1604.19
2025-07-09,JPY(100),932.77
2025-07-09,USD,1368
2025-07-10,AED,374.07
2025-07-10,CNH,191.21
2025-07-10,EUR,1610.64
2025-07-10,JPY(100),939.25
2025-07-10,USD,1373.8
2025-07-11,AED,373.85
2025-07-11,CNH,191.27
2025-07-11,EUR,1607.1
2025-07-11,JPY(100),939.32
2025-07-11,USD,1373
2025-07-14,AED,374.26
2025-07-14,CNH,191.92
2025-07-14,EUR,1604.07
2025-07-14,JPY(100),932.16
2025-07-14,USD,1374.7
2025-07-15,AED,375.35
2025-07-15,CNH,192.2
2025-07-15,EUR,1608.02
2025-07-15,JPY(100),932.52
2025-07-15,USD,1378.5
2025-07-16,AED,376.49
2025-07-16,CNH,192.68
2025-07-16,EUR,1604.49
2025-07-16,JPY(100),928.77
2025-07-16,USD,1382.7
2025-07-17,AED,377.69
2025-07-17,CNH,193.15
2025-07-17,EUR,1614.17
2025-07-17,JPY(100),937.9
2025-07-17,USD,1387.1
2025-07-18,AED,378.66
2025-07-18,CNH,193.66
2025-07-18,EUR,1615.76
2025-07-18,JPY(100),937.73
2025-07-18,USD,1390.8
2025-07-21,AED,378.95
2025-07-21,CNH,193.63
2025-07-21,EUR,1618.29
2025-07-21,JPY(100),936.64
2025-07-21,USD,1391.9
2025-07-22,AED,378.78
2025-07-22,CNH,193.81
2025-07-22,EUR,1626.82
2025-07-22,JPY(100),943.66
2025-07-22,USD,1391.1
2025-07-23,AED,377.47
2025-07-23,CNH,193.11
2025-07-23,EUR,1628.63
2025-07-23,JPY(100),945.02
2025-07-23,USD,1386.3
2025-07-24,AED,375.51
2025-07-24,CNH,192.37
2025-07-24,EUR,1623.89
2025-07-24,JPY(100),941.94
2025-07-24,USD,1379.1
2025-07-25,AED,372.68
2025-07-25,CNH,191.35
2025-07-25,EUR,1608.91
2025-07-25,JPY(100),930.96
2025-07-25,USD,1368.7
2025-07-28,AED,374.62
2025-07-28,CNH,192.26
2025-07-28,EUR,1617.69
2025-07-28,JPY(100),931.21
2025-07-28,USD,1376
2025-07-29,AED,375.65
2025-07-29,CNH,192.64
2025-07-29,EUR,1599.58
2025-07-29,JPY(100),928.96
2025-07-29,USD,1379.6
2025-07-30,AED,378.86
2025-07-30,CNH,193.74
2025-07-30,EUR,1607.07
2025-07-30,JPY(100),936.88
2025-07-30,USD,1391.4
2025-07-31,AED,376.55
2025-07-31,CNH,192.68
2025-07-31,EUR,1579.62
2025-07-31,JPY(100),926.1
2025-07-31,USD,1382.9
2025-08-01,AED,378.59
2025-08-01,CNH,193.18
2025-08-01,EUR,1588.18
2025-08-01,JPY(100),922.78
2025-08-01,USD,1390.4
2025-08-04,AED,380.96
2025-08-04,CNH,193.95
2025-08-04,EUR,1620.6
2025-08-04,JPY(100),950.1
2025-08-04,USD,1399.3
2025-08-05,AED,377.09
2025-08-05,CNH,192.7
2025-08-05,EUR,1604.13
2025-08-05,JPY(100),943.42
2025-08-05,USD,1384.9
2025-08-06,AED,377.58
2025-08-06,CNH,193.2
2025-08-06,EUR,1605.31
2025-08-06,JPY(100),939.66
2025-08-06,USD,1386.7
2025-08-07,AED,378.34
2025-08-07,CNH,193.15
2025-08-07,EUR,1620.43
2025-08-07,JPY(100),943.89
2025-08-07,USD,1389.5
2025-08-08,AED,376.9
2025-08-08,CNH,192.97
2025-08-08,EUR,1615.71
2025-08-08,JPY(100),942.5
2025-08-08,USD,1384.2
2025-08-11,AED,377.34
2025-08-11,CNH,193
2025-08-11,EUR,1614.2
2025-08-11,JPY(100),938.07
2025-08-11,USD,1386
2025-08-12,AED,378.02
2025-08-12,CNH,193.05
2025-08-12,EUR,1612.44
2025-08-12,JPY(100),936.74
2025-08-12,USD,1388.3
2025-08-13,AED,378.53
2025-08-13,CNH,193.24
2025-08-13,EUR,1623.41
2025-08-13,JPY(100),940.72
2025-08-13,USD,1390.2
2025-08-14,AED,376.79
2025-08-14,CNH,192.66
2025-08-14,EUR,1620.29
2025-08-14,JPY(100),940.05
2025-08-14,USD,1383.8
2025-08-18,AED,376.31
2025-08-18,CNH,192.94
2025-08-18,EUR,1618.56
2025-08-18,JPY(100),938.52
2025-08-18,USD,1382.2
2025-08-19,AED,377.2
2025-08-19,CNH,192.78
2025-08-19,EUR,1616.16
2025-08-19,JPY(100),936.39
2025-08-19,USD,1385.3
2025-08-20,AED,378.32
2025-08-20,CNH,193.29
2025-08-20,EUR,1618.1
2025-08-20,JPY(100),940.95
2025-08-20,USD,1389.4
2025-08-21,AED,380.52
2025-08-21,CNH,194.56
2025-08-21,EUR,1628.16
2025-08-21,JPY(100),948.13
2025-08-21,USD,1397.5
2025-08-22,AED,380.66
2025-08-22,CNH,194.8
2025-08-22,EUR,1623.4
2025-08-22,JPY(100),942.15
2025-08-22,USD,1398.1
2025-08-25,AED,380
2025-08-25,CNH,194.46
2025-08-25,EUR,1634.6
2025-08-25,JPY(100),948.65
2025-08-25,USD,1395.6
2025-08-25,AED,380
2025-08-25,CNH,194.46
2025-08-25,EUR,1634.6
2025-08-25,JPY(100),948.65
2025-08-25,USD,1395.6
